school_name,student_1,student_2,student_3,student_4,student_5,student_6,teacher
서울하늘숲초등학교,73,79,128,127,118,95,41
서울항동초등학교,281,227,201,166,152,129,62
서울해누리초등학교,109,101,89,127,109,70,33
서울양원숲초등학교,121,71,65,46,44,26,23
서울강빛초등학교,123,108,82,82,88,86,37
부산교육대학교부설초등학교,95,95,95,95,111,112,29
광일초등학교,39,36,50,65,61,70,19
남성초등학교,102,102,102,87,54,67,19
대남초등학교,73,49,40,62,58,70,20
대연초등학교,135,153,161,180,175,198,50
대천초등학교,108,89,103,128,115,128,35
동일중앙초등학교,179,138,176,152,151,140,48
동천초등학교,50,45,64,56,72,62,21
동항초등학교,48,32,48,46,69,68,22
문현초등학교,110,102,94,106,114,107,38
백운초등학교,27,32,46,46,57,51,17
범일초등학교,35,31,43,38,59,47,17
보수초등학교,25,35,31,19,34,32,15
봉래초등학교,33,38,36,40,42,44,15
분포초등학교,163,177,163,190,173,177,53
부산삼육초등학교,64,64,64,32,25,28,9
석포초등학교,128,132,88,94,80,69,29
성남초등학교,77,79,64,71,70,65,23
성동초등학교,138,142,155,144,150,164,45
성천초등학교,8,5,7,9,14,12,9
수성초등학교,25,33,33,40,31,37,16
수정초등학교,66,52,67,75,80,68,27
신연초등학교,6,3,2,6,11,6,9
연포초등학교,197,205,216,224,187,151,54
용당초등학교,21,11,23,21,29,18,14
용산초등학교,63,62,59,74,52,81,27
용호초등학교,79,77,66,95,92,98,29
우암초등학교,53,58,52,60,51,51,18
운산초등학교,55,68,64,57,74,64,23
초량초등학교,29,51,25,44,47,60,19
공덕초등학교,21,12,8,6,0,6,9
교동초등학교,151,139,143,155,126,173,48
구서초등학교,114,82,92,106,117,109,32
금강초등학교,120,105,106,123,119,117,41
금사초등학교,65,43,60,46,55,57,24
금성초등학교,12,9,10,13,20,14,9
금양초등학교,126,143,150,168,148,148,43
금정초등학교,187,165,153,186,147,140,48
낙민초등학교,141,96,112,86,102,62,30
남산초등학교,65,82,70,85,90,90,29
내산초등학교,38,33,36,37,61,65,17
내성초등학교,22,27,24,32,25,35,15
달북초등학교,112,98,96,96,79,94,29
동래초등학교,120,126,111,107,88,91,21
동상초등학교,24,22,22,18,29,22,10
동현초등학교,41,58,52,62,62,59,20
명동초등학교,104,92,83,66,62,58,25
명륜초등학교,210,198,201,229,234,213,53
명서초등학교,16,22,21,25,32,37,11
명장초등학교,63,63,63,65,56,65,24
미남초등학교,49,45,60,57,57,71,20
부곡초등학교,85,74,77,91,90,94,30
사직초등학교,174,192,179,253,189,251,56
서동초등학교,14,16,10,16,21,11,9
서명초등학교,12,6,12,5,9,11,9
수안초등학교,33,36,32,49,44,50,16
안남초등학교,132,130,158,157,175,185,44
안락초등학교,43,36,38,48,57,63,18
안민초등학교,124,133,104,154,137,145,41
여고초등학교,141,177,158,190,154,174,42
온천초등학교,115,143,123,175,152,165,46
장서초등학교,116,110,92,128,120,109,33
장전초등학교,101,76,104,107,111,115,32
청룡초등학교,79,82,82,90,81,81,29
현곡초등학교,22,15,17,24,22,28,10
혜화초등학교,60,60,60,60,44,37,12
가남초등학교,16,10,8,12,18,11,9
가산초등학교,8,8,5,10,4,9,9
가야초등학교,157,166,139,193,183,173,51
가평초등학교,101,93,102,110,83,109,31
개금초등학교,116,144,92,90,104,79,30
개림초등학교,143,122,148,144,131,168,40
개원초등학교,84,90,100,102,100,108,32
개포초등학교,48,51,36,56,48,46,17
개화초등학교,32,33,40,32,35,51,14
거제초등학교,77,78,71,89,96,103,27
거학초등학교,105,120,95,109,92,115,34
과정초등학교,89,100,80,69,93,73,27
남문초등학교,163,141,196,181,253,206,50
당감초등학교,36,41,45,60,59,48,18
당평초등학교,50,50,46,79,62,67,20
동명초등학교,28,33,34,39,27,27,16
동성초등학교,128,128,128,128,127,89,23
동원초등학교,74,92,91,115,93,92,31
동평초등학교,77,67,65,81,72,63,24
부산진초등학교,80,78,79,92,89,72,30
부암초등학교,118,132,128,116,114,89,38
부전초등학교,67,63,52,64,57,44,21
선암초등학교,7,9,8,13,1,13,9
성북초등학교,150,107,107,118,102,102,38
성서초등학교,28,36,32,39,27,36,15
성전초등학교,63,60,53,63,71,73,22
성지초등학교,86,105,94,79,88,86,31
양동초등학교,129,134,77,82,64,70,30
양성초등학교,61,81,77,95,88,82,31
양정초등학교,113,106,88,113,103,121,36
연동초등학교,109,83,110,111,88,116,32
연미초등학교,59,50,39,43,29,25,19
연산초등학교,158,148,143,172,144,135,47
연서초등학교,117,131,125,123,146,131,40
연신초등학교,125,129,104,127,106,101,34
연일초등학교,16,18,14,29,22,26,11
연제초등학교,92,76,95,79,77,89,27
연지초등학교,164,170,147,172,170,189,49
연천초등학교,107,103,117,117,119,120,35
연학초등학교,66,75,39,53,30,39,17
전포초등학교,59,70,60,71,70,65,28
주례초등학교,66,49,54,80,78,59,22
주원초등학교,16,19,14,23,23,34,10
창신초등학교,151,159,156,163,165,153,43
초읍초등학교,79,64,82,111,125,96,32
토현초등학교,49,59,55,76,61,78,22
가락초등학교,7,4,2,19,4,8,9
감전초등학교,25,27,23,27,27,26,15
괘법초등학교,6,10,6,11,11,9,10
구남초등학교,89,80,77,105,83,92,31
구포초등학교,98,97,57,85,80,84,33
구학초등학교,90,72,107,117,97,114,30
금곡초등학교,52,43,49,62,47,35,16
금창초등학교,23,31,27,33,32,45,15
녹명초등학교,25,21,19,27,13,19,10
대사초등학교,0,5,6,6,3,3,8
대상초등학교,11,5,4,8,8,10,8
대저초등학교,6,6,9,11,7,7,9
대천리초등학교,43,45,37,51,40,50,15
덕두초등학교,41,51,40,41,47,45,15
덕상초등학교,93,66,76,95,76,73,23
덕성초등학교,44,41,36,55,41,40,17
덕양초등학교,64,65,76,58,70,73,22
덕천초등학교,17,11,21,19,23,27,10
덕포초등학교,26,19,17,30,23,30,11
동궁초등학교,117,90,83,107,111,93,34
동주초등학교,93,90,87,113,86,95,31
만덕초등학교,70,64,74,72,71,57,24
명덕초등학교,137,115,112,141,121,121,42
명지초등학교,227,254,200,218,255,185,62
모덕초등학교,116,112,120,135,137,132,40
모동초등학교,10,10,9,16,16,12,11
모라초등학교,23,33,20,36,21,20,13
모산초등학교,51,47,45,46,43,56,17
배영초등학교,9,12,14,17,7,4,9
백산초등학교,105,97,119,137,117,97,36
백양초등학교,187,147,142,163,141,142,49
사상초등학교,25,34,36,40,38,28,17
삼덕초등학교,22,17,25,16,17,19,8
서감초등학교,20,30,26,31,29,26,15
신금초등학교,56,41,53,53,58,35,21
신천초등학교,35,29,42,35,49,40,16
신호초등학교,85,98,82,102,101,89,29
양덕초등학교,24,30,31,28,43,42,14
양천초등학교,21,24,25,30,34,28,17
엄궁초등학교,119,114,141,134,122,118,40
와석초등학교,88,91,110,70,79,62,27
용수초등학교,137,142,152,142,153,146,45
주감초등학교,91,89,93,104,111,90,30
주학초등학교,8,3,13,9,13,16,9
창진초등학교,86,66,64,77,80,70,23
천가초등학교,8,11,11,6,14,5,8
포천초등학교,84,69,110,100,108,105,32
학장초등학교,34,38,34,35,46,38,15
학진초등학교,84,84,93,119,93,88,30
화명초등학교,108,73,57,82,65,50,28
감천초등학교,17,12,24,31,36,40,13
괴정초등학교,79,100,96,85,100,100,32
구덕초등학교,91,82,85,76,73,81,23
구평초등학교,118,113,104,139,106,70,34
낙동초등학교,165,144,154,170,167,159,48
남부민초등학교,17,16,25,16,21,30,13
남항초등학교,33,44,19,52,41,50,18
다대초등학교,119,122,130,139,162,156,41
다선초등학교,113,87,104,109,107,83,35
다송초등학교,30,30,31,51,43,38,16
당리초등학교,42,26,27,39,40,36,16
대교초등학교,68,54,59,57,58,49,21
대신초등학교,117,125,94,125,148,151,42
대평초등학교,54,36,46,45,58,58,18
동삼초등학교,55,55,51,58,66,46,19
동신초등학교,53,66,59,80,70,77,23
봉삼초등학교,7,10,10,12,10,8,9
봉학초등학교,28,26,30,35,33,35,15
부민초등학교,119,111,112,138,96,92,32
사남초등학교,19,10,10,8,18,11,9
사동초등학교,47,40,39,51,58,42,16
사하초등학교,172,166,161,189,170,200,52
상리초등학교,24,24,22,28,28,39,15
서천초등학교,18,34,29,32,34,42,15
송도초등학교,58,55,67,66,84,67,28
승학초등학교,53,60,43,60,61,59,21
신남초등학교,79,92,86,85,94,84,28
신선초등학교,2,3,11,7,0,16,8
신촌초등학교,15,17,18,22,20,25,11
신평초등학교,111,89,84,85,85,69,30
아미초등학교,6,4,6,3,14,4,9
영도초등학교,37,41,54,49,48,65,17
옥천초등학교,77,81,97,122,101,103,32
응봉초등학교,24,30,30,46,41,48,15
장림초등학교,99,90,98,115,117,100,35
절영초등학교,13,10,12,11,8,6,9
중리초등학교,90,100,106,125,118,132,35
중현초등학교,61,70,72,85,85,81,25
천마초등학교,21,15,11,29,26,14,10
청동초등학교,88,74,88,94,106,90,29
청학초등학교,29,33,39,39,49,44,15
태종대초등학교,9,15,12,5,9,10,12
토성초등학교,74,89,73,80,65,85,29
하남초등학교,119,113,111,118,130,137,42
하단초등학교,54,43,69,66,58,55,22
화랑초등학교,36,28,24,31,25,29,14
효림초등학교,92,112,97,138,124,135,36
강동초등학교,145,139,120,135,131,119,40
광남초등학교,109,97,101,128,130,111,36
광안초등학교,129,120,126,142,137,135,41
교리초등학교,82,115,93,118,117,126,34
기장초등학교,83,77,97,109,94,112,33
남천초등학교,106,92,86,78,114,88,31
용암초등학교,5,9,10,8,12,9,9
대청초등학교,69,71,86,90,93,107,34
동백초등학교,115,132,113,120,119,116,36
망미초등학교,81,84,87,98,120,94,30
민락초등학교,124,122,88,119,102,91,32
민안초등학교,84,71,64,63,73,47,24
반산초등학교,55,59,80,89,76,85,28
반석초등학교,11,14,10,19,12,14,9
반송초등학교,24,29,19,33,34,31,16
반안초등학교,104,88,118,111,110,120,35
반여초등학교,35,40,31,59,55,65,25
배산초등학교,106,96,87,86,94,90,30
부흥초등학교,118,139,114,184,147,159,44
상당초등학교,144,113,130,137,131,148,39
송운초등학교,58,55,59,68,72,70,23
송정초등학교,43,50,50,57,43,45,18
수미초등학교,81,73,80,91,99,97,30
수영초등학교,120,128,144,154,159,135,44
신곡초등학교,92,86,83,117,106,102,31
신도초등학교,107,85,98,119,125,115,33
신재초등학교,84,50,75,60,89,82,25
신진초등학교,32,35,31,39,33,42,14
양운초등학교,54,64,83,66,97,84,24
운봉초등학교,22,27,27,33,35,33,16
운송초등학교,15,15,14,15,20,26,11
월내초등학교,33,34,26,27,28,12,14
월평초등학교,11,12,14,15,15,15,10
장산초등학교,129,129,129,138,151,135,42
장안초등학교,9,12,12,10,9,8,8
재송초등학교,68,74,75,94,87,109,27
정관초등학교,212,241,234,219,214,217,57
좌동초등학교,62,80,91,110,107,100,31
좌산초등학교,88,74,96,88,106,112,28
좌천초등학교,13,8,5,10,10,8,9
죽성초등학교,19,20,6,8,14,9,9
철마초등학교,20,20,14,22,11,19,8
칠암초등학교,11,12,7,10,12,11,9
해강초등학교,141,131,127,136,142,139,42
해동초등학교,56,59,64,75,76,80,24
해림초등학교,158,154,186,183,153,156,48
해송초등학교,125,116,109,124,110,114,36
해운대초등학교,172,160,131,137,135,109,43
호암초등학교,95,90,69,85,54,74,25
충렬초등학교,18,27,24,32,25,57,14
금명초등학교,91,94,99,96,123,118,32
명진초등학교,115,113,91,121,107,113,32
학사초등학교,71,90,92,81,89,103,26
화잠초등학교,87,75,67,75,76,63,26
인지초등학교,106,87,118,122,119,136,38
용문초등학교,169,148,157,180,182,193,47
을숙도초등학교,116,110,111,121,121,104,34
금샘초등학교,34,26,30,35,40,63,19
신덕초등학교,55,45,39,59,62,71,21
상학초등학교,55,47,37,31,36,24,15
동양초등학교,38,32,39,56,49,59,18
보림초등학교,85,96,88,113,87,96,32
무정초등학교,43,61,45,69,73,74,20
두실초등학교,123,124,144,141,146,147,40
안진초등학교,76,78,58,87,75,72,23
삼어초등학교,59,60,56,57,53,53,20
센텀초등학교,212,248,222,289,285,292,67
송수초등학교,155,178,175,160,171,163,48
주양초등학교,61,55,61,66,68,73,24
예원초등학교,141,131,145,201,179,198,43
몰운대초등학교,167,150,153,175,169,165,48
오륙도초등학교,94,82,96,108,113,116,29
내리초등학교,29,34,26,21,27,19,13
명호초등학교,267,276,271,277,298,262,72
신정초등학교,150,133,124,158,131,147,39
달산초등학교,118,111,97,138,117,101,33
남명초등학교,168,143,132,142,147,154,39
용소초등학교,187,192,199,216,206,219,46
방곡초등학교,219,211,182,218,215,152,59
녹산초등학교,218,214,215,205,179,160,53
해원초등학교,214,186,179,210,172,174,50
온샘초등학교,247,196,177,140,120,85,39
정원초등학교,181,207,221,244,258,234,61
부산알로이시오초등학교,8,6,5,6,21,19,9
금빛초등학교,124,118,128,142,159,137,41
화정초등학교,135,140,121,134,120,139,38
모전초등학교,273,303,293,294,261,260,74
가동초등학교,172,204,201,201,217,169,53
송정초등학교,176,149,134,132,126,122,39
오션초등학교,225,189,182,188,167,172,55
신명초등학교,266,252,251,250,208,213,63
명일초등학교,158,159,136,114,85,57,39
명원초등학교,368,333,284,264,259,204,67
일광초등학교,174,179,178,166,147,132,48
해빛초등학교,162,166,111,107,93,86,41
경북대학교사범대학부설초등학교,79,82,96,96,85,93,29
대구교육대학교대구부설초등학교,60,72,72,72,72,71,22
남대구초등학교,23,28,20,22,21,21,19
대구감삼초등학교,29,34,39,34,37,43,19
대구감천초등학교,44,46,43,58,50,62,21
대구남덕초등학교,45,35,58,34,43,38,20
대구남도초등학교,76,83,78,90,100,90,31
대구남명초등학교,29,31,33,29,27,32,18
대구남부초등학교,56,51,52,69,56,60,24
대구남송초등학교,46,36,50,50,52,59,18
대구내당초등학교,73,47,45,41,49,39,23
대구노전초등학교,76,71,54,84,75,82,25
대구대곡초등학교,69,67,78,80,84,79,24
대구대남초등학교,50,64,76,70,67,85,26
대구대덕초등학교,38,38,40,35,34,41,18
대구대명초등학교,77,74,95,93,104,77,33
대구대봉초등학교,71,77,72,84,99,92,28
대구대서초등학교,86,80,84,129,93,96,34
대구대진초등학교,74,69,70,85,82,96,27
대구덕인초등학교,70,61,56,63,60,60,26
대구도원초등학교,53,49,62,71,83,80,23
대구본리초등학교,200,188,176,237,187,199,54
대구봉덕초등학교,103,119,98,103,109,98,38
대구상원초등학교,52,48,54,55,43,55,19
대구상인초등학교,89,78,79,85,77,76,29
대구선원초등학교,52,38,57,52,46,73,18
대구성곡초등학교,56,56,57,53,63,65,26
대구성남초등학교,50,51,37,60,47,67,23
대구성당초등학교,119,150,145,182,186,198,52
대구성명초등학교,55,41,37,56,39,41,23
대구성산초등학교,73,69,61,72,79,83,27
대구성서초등학교,57,39,51,58,53,45,20
대구성지초등학교,64,53,61,69,77,77,23
대구송일초등학교,74,83,73,81,94,99,27
대구송현초등학교,42,52,48,64,63,50,19
대구신당초등학교,16,21,24,31,16,29,23
대구신서초등학교,27,27,26,34,41,47,21
대구신흥초등학교,52,78,53,71,75,75,22
대구영선초등학교,49,44,64,59,47,62,25
대구와룡초등학교,86,73,73,76,93,105,29
대구용산초등학교,60,67,64,84,78,77,27
대구용전초등학교,53,72,76,53,73,75,23
대구월곡초등학교,23,17,23,16,22,22,12
대구월배초등학교,76,68,65,89,85,93,32
대구월성초등학교,34,38,26,31,38,30,18
대구월촌초등학교,82,74,74,80,77,77,28
대구이곡초등학교,68,58,65,60,87,92,24
대구장기초등학교,80,87,88,101,98,94,30
대구장산초등학교,72,78,83,104,97,109,31
대구죽전초등학교,46,54,42,67,60,53,28
대구진월초등학교,53,47,53,56,45,48,20
대구진천초등학교,88,68,68,86,76,83,28
대구파호초등학교,38,47,48,43,42,49,17
대구학산초등학교,19,12,20,20,23,24,19
대구효명초등학교,62,60,77,78,59,73,23
